Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A8C8FAF4	unreviewed	Inverted formin-2-like	74940	Oncorhynchus tshawytscha	929	PF02181	472..819
A0A8C8FAX4	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	1348	PF02181	905..1292
A0A8C8FAY2	unreviewed	Inverted formin-2-like	74940	Oncorhynchus tshawytscha	915	PF02181	472..815
A0A8C8FC44	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	1327	PF02181	905..1272
A0A8C8FCF2	unreviewed	Inverted formin-2-like	74940	Oncorhynchus tshawytscha	1249	PF02181	501..856
A0A8C8FUU5	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	1152	PF02181	31..402
A0A8C8G1L0	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	798	PF02181	432..791
A0A8C8G7H0	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	1081	PF02181	616..970
A0A8C8G8R2	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	934	PF02181	520..878
A0A8C8GB03	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	924	PF02181	501..859
A0A8C8GC85	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	980	PF02181	534..895
A0A8C8GCH7	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	984	PF02181	551..827
A0A8C8GCI1	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	807	PF02181	464..762
A0A8C8GG13	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	998	PF02181	543..913
A0A8C8GGZ3	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	997	PF02181	543..913
A0A8C8GH13	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	1015	PF02181	542..907
A0A8C8GZM0	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein, b	74940	Oncorhynchus tshawytscha	905	PF02181	520..881
A0A8C8H2A7	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein, b	74940	Oncorhynchus tshawytscha	1068	PF02181	683..1044
A0A8C8H2T0	unreviewed	Inverted formin, FH2 and WH2 domain containing	74940	Oncorhynchus tshawytscha	1029	PF02181	578..930
A0A8C8H343	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	861	PF02181	433..798
A0A8C8H3L3	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein, b	74940	Oncorhynchus tshawytscha	894	PF02181	509..870
A0A8C8H422	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	1069	PF02181	616..981
A0A8C8H4R7	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	855	PF02181	422..787
A0A8C8H550	unreviewed	Dishevelled associated activator of morphogenesis 1b	74940	Oncorhynchus tshawytscha	993	PF02181	617..898
A0A8C8H658	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	589	PF02181	254..584
A0A8C8H6J9	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	868	PF02181	609..859
A0A8C8H6X2	unreviewed	Dishevelled associated activator of morphogenesis 1b	74940	Oncorhynchus tshawytscha	976	PF02181	604..881
A0A8C8H839	unreviewed	Inverted formin, FH2 and WH2 domain containing	74940	Oncorhynchus tshawytscha	1188	PF02181	555..907
A0A8C8H8D6	unreviewed	Dishevelled associated activator of morphogenesis 1b	74940	Oncorhynchus tshawytscha	1076	PF02181	601..981
A0A8C8H8E5	unreviewed	Dishevelled associated activator of morphogenesis 1b	74940	Oncorhynchus tshawytscha	1066	PF02181	601..971
A0A8C8H937	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	891	PF02181	476..841
A0A8C8H997	unreviewed	Inverted formin, FH2 and WH2 domain containing	74940	Oncorhynchus tshawytscha	1005	PF02181	553..906
A0A8C8HBC1	unreviewed	Dishevelled associated activator of morphogenesis 1b	74940	Oncorhynchus tshawytscha	968	PF02181	521..873
A0A8C8HBE7	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	992	PF02181	560..924
A0A8C8HBU4	unreviewed	Formin-like 1a	74940	Oncorhynchus tshawytscha	927	PF02181	510..875
A0A8C8HC85	unreviewed	Formin-like 1a	74940	Oncorhynchus tshawytscha	972	PF02181	544..909
A0A8C8HCB7	unreviewed	Formin-like 1a	74940	Oncorhynchus tshawytscha	1007	PF02181	582..947
A0A8C8HD23	unreviewed	Formin-like 1a	74940	Oncorhynchus tshawytscha	944	PF02181	519..884
A0A8C8HDA1	unreviewed	Formin-like 1a	74940	Oncorhynchus tshawytscha	1097	PF02181	644..1009
A0A8C8HDW6	unreviewed	Formin-like 1a	74940	Oncorhynchus tshawytscha	983	PF02181	566..931
A0A8C8HXF4	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	974	PF02181	544..898
A0A8C8HXI7	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	876	PF02181	462..820
A0A8C8IPM5	unreviewed	Formin like 1	74940	Oncorhynchus tshawytscha	312	PF02181	54..213
A0A8C8IW68	unreviewed	Inverted formin, FH2 and WH2 domain containing	74940	Oncorhynchus tshawytscha	975	PF02181	514..876
A0A8C8IWG9	unreviewed	Inverted formin, FH2 and WH2 domain containing	74940	Oncorhynchus tshawytscha	981	PF02181	519..877
A0A8C8IX62	unreviewed	Formin like 3	74940	Oncorhynchus tshawytscha	1045	PF02181	597..961
A0A8C8IYA0	unreviewed	Formin like 3	74940	Oncorhynchus tshawytscha	1063	PF02181	597..961
A0A8C8IYP4	unreviewed	Formin like 3	74940	Oncorhynchus tshawytscha	1026	PF02181	544..908
A0A8C8IYS5	unreviewed	Formin like 3	74940	Oncorhynchus tshawytscha	1071	PF02181	548..912
A0A8C8IZC2	unreviewed	Formin like 3	74940	Oncorhynchus tshawytscha	1018	PF02181	513..877
A0A8C8IZZ7	unreviewed	Formin like 3	74940	Oncorhynchus tshawytscha	1076	PF02181	556..920
A0A8C8J160	unreviewed	Inverted formin, FH2 and WH2 domain containing	74940	Oncorhynchus tshawytscha	988	PF02181	527..889
A0A8C8J1E6	unreviewed	Formin like 3	74940	Oncorhynchus tshawytscha	1120	PF02181	597..961
A0A8C8J226	unreviewed	Formin like 3	74940	Oncorhynchus tshawytscha	1015	PF02181	510..874
A0A8C8J2G5	unreviewed	Formin like 3	74940	Oncorhynchus tshawytscha	1018	PF02181	516..880
A0A8C8J7Z0	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	1043	PF02181	551..915
A0A8C8J821	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	989	PF02181	528..892
A0A8C8J979	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	899	PF02181	447..811
A0A8C8JA82	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	1020	PF02181	540..904
A0A8C8JAR5	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	941	PF02181	489..853
A0A8C8JAT6	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	877	PF02181	425..789
A0A8C8JCZ9	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	894	PF02181	452..816
A0A8C8JDQ5	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	1018	PF02181	538..902
A0A8C8JI74	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	992	PF02181	537..901
A0A8C8JKB2	unreviewed	Dishevelled associated activator of morphogenesis 2	74940	Oncorhynchus tshawytscha	1059	PF02181	591..963
A0A8C8JM44	unreviewed	Dishevelled associated activator of morphogenesis 2	74940	Oncorhynchus tshawytscha	1016	PF02181	554..845,846..920
A0A8C8JMS7	unreviewed	Dishevelled associated activator of morphogenesis 2	74940	Oncorhynchus tshawytscha	982	PF02181	514..886
A0A8C8JN84	unreviewed	Dishevelled associated activator of morphogenesis 2	74940	Oncorhynchus tshawytscha	983	PF02181	506..887
A0A8C8JQQ5	unreviewed	Dishevelled associated activator of morphogenesis 2	74940	Oncorhynchus tshawytscha	1016	PF02181	538..920
A0A8C8JQQ8	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	198	PF02181	32..159
A0A8C8JS09	unreviewed	Dishevelled associated activator of morphogenesis 2	74940	Oncorhynchus tshawytscha	1069	PF02181	591..973
A0A8C8JS66	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	339	PF02181	53..236
A0A8C8JSQ1	unreviewed	Dishevelled associated activator of morphogenesis 2	74940	Oncorhynchus tshawytscha	996	PF02181	528..900
A0A8C8JUK8	unreviewed	Disheveled-associated activator of morphogenesis 1-like	74940	Oncorhynchus tshawytscha	949	PF02181	469..855
A0A8C8JV89	unreviewed	Disheveled-associated activator of morphogenesis 1-like	74940	Oncorhynchus tshawytscha	966	PF02181	520..872
A0A8C8JVG6	unreviewed	Disheveled-associated activator of morphogenesis 1-like	74940	Oncorhynchus tshawytscha	1068	PF02181	594..974
A0A8C8JZE5	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	412	PF02181	142..310
A0A8C8K0Q5	unreviewed	Disheveled-associated activator of morphogenesis 1-like	74940	Oncorhynchus tshawytscha	1057	PF02181	594..963
A0A8C8K0R2	unreviewed	Disheveled-associated activator of morphogenesis 1-like	74940	Oncorhynchus tshawytscha	1044	PF02181	582..950
A0A8C8K2L8	unreviewed	Disheveled-associated activator of morphogenesis 1-like	74940	Oncorhynchus tshawytscha	1051	PF02181	590..957
A0A8C8K4A8	unreviewed	Disheveled-associated activator of morphogenesis 1-like	74940	Oncorhynchus tshawytscha	1066	PF02181	594..972
A0A8C8LUG5	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	819	PF02181	453..812
A0A8C8LUP1	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	808	PF02181	453..801
A0A8C8LW00	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	896	PF02181	473..831
A0A8C8LWA3	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	1101	PF02181	616..970
A0A8C8M2R7	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	949	PF02181	524..889
A0A8C8M489	unreviewed	Formin-like 1a	74940	Oncorhynchus tshawytscha	962	PF02181	514..879
A0A8C8M4A3	unreviewed	Formin-like 1a	74940	Oncorhynchus tshawytscha	941	PF02181	526..891
A0A8C8M6W4	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	1079	PF02181	623..977
A0A8C8M6W8	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	1029	PF02181	599..953
A0A8C8MDZ1	unreviewed	Formin like 1	74940	Oncorhynchus tshawytscha	644	PF02181	192..546
A0A8C8MEZ4	unreviewed	Formin like 3	74940	Oncorhynchus tshawytscha	1049	PF02181	529..893
A0A8C8MIC1	unreviewed	Formin-like 2a	74940	Oncorhynchus tshawytscha	1016	PF02181	540..904
A0A8C8MJ78	unreviewed	Dishevelled associated activator of morphogenesis 2	74940	Oncorhynchus tshawytscha	1041	PF02181	582..850,874..945
A0A8C8MJF3	unreviewed	Dishevelled associated activator of morphogenesis 2	74940	Oncorhynchus tshawytscha	941	PF02181	492..845
A0A8C8MLC6	unreviewed	Disheveled-associated activator of morphogenesis 1-like	74940	Oncorhynchus tshawytscha	908	PF02181	532..814
A0A8C8R6M4	unreviewed	Inverted formin-2	367368	Pelusios castaneus	563	PF02181	4..191
A0A8C8R9R1	unreviewed	Dishevelled associated activator of morphogenesis 1	367368	Pelusios castaneus	1069	PF02181	603..974
A0A8C8RC23	unreviewed	Formin homology 2 domain containing 3	367368	Pelusios castaneus	1388	PF02181	854..1220
A0A8C8RE90	unreviewed	Dishevelled associated activator of morphogenesis 2	367368	Pelusios castaneus	1080	PF02181	602..983
A0A8C8REG6	unreviewed	Dishevelled associated activator of morphogenesis 2	367368	Pelusios castaneus	959	PF02181	514..862
A0A8C8REH8	unreviewed	Dishevelled associated activator of morphogenesis 2	367368	Pelusios castaneus	984	PF02181	520..887
A0A8C8REJ1	unreviewed	Dishevelled associated activator of morphogenesis 2	367368	Pelusios castaneus	1022	PF02181	542..925
A0A8C8RFF8	unreviewed	Dishevelled associated activator of morphogenesis 2	367368	Pelusios castaneus	1090	PF02181	595..993
A0A8C8RFL0	unreviewed	Dishevelled associated activator of morphogenesis 2	367368	Pelusios castaneus	1039	PF02181	602..856,872..942
A0A8C8RSH3	unreviewed	FH2 domain-containing protein	367368	Pelusios castaneus	1188	PF02181	747..1124
A0A8C8RUC3	unreviewed	FH2 domain-containing protein	367368	Pelusios castaneus	1091	PF02181	90..452
A0A8C8RUQ0	unreviewed	Formin like 3	367368	Pelusios castaneus	937	PF02181	499..840
A0A8C8RW19	unreviewed	Formin like 3	367368	Pelusios castaneus	988	PF02181	550..891
A0A8C8RWH2	unreviewed	Formin like 3	367368	Pelusios castaneus	964	PF02181	525..869
A0A8C8RYJ7	unreviewed	Formin like 3	367368	Pelusios castaneus	1007	PF02181	550..912
A0A8C8RYQ7	unreviewed	Formin like 3	367368	Pelusios castaneus	993	PF02181	542..906
A0A8C8S0S1	unreviewed	Grid2 interacting protein	367368	Pelusios castaneus	1178	PF02181	790..1154
A0A8C8S2R0	unreviewed	Formin homology 2 domain containing 1	367368	Pelusios castaneus	977	PF02181	446..809
A0A8C8S395	unreviewed	Formin homology 2 domain containing 1	367368	Pelusios castaneus	1118	PF02181	584..947
A0A8C8S398	unreviewed	Formin homology 2 domain containing 1	367368	Pelusios castaneus	1048	PF02181	519..880
A0A8C8SBM2	unreviewed	VASt domain-containing protein	367368	Pelusios castaneus	777	PF02181	410..768
A0A8C8SL39	unreviewed	Diaphanous related formin 3	367368	Pelusios castaneus	1120	PF02181	567..936
A0A8C8SLM7	unreviewed	Diaphanous related formin 3	367368	Pelusios castaneus	1148	PF02181	595..964
A0A8C8SLV2	unreviewed	Diaphanous related formin 3	367368	Pelusios castaneus	969	PF02181	496..870
A0A8C8SM53	unreviewed	Diaphanous related formin 3	367368	Pelusios castaneus	518	PF02181	45..419
A0A8C8SMU5	unreviewed	Formin like 1	367368	Pelusios castaneus	1038	PF02181	575..940
A0A8C8SN62	unreviewed	Formin like 1	367368	Pelusios castaneus	991	PF02181	541..906
A0A8C8SP00	unreviewed	Diaphanous related formin 2	367368	Pelusios castaneus	1044	PF02181	590..964
A0A8C8SP08	unreviewed	Diaphanous related formin 2	367368	Pelusios castaneus	1051	PF02181	597..971
A0A8C8SPL2	unreviewed	Diaphanous related formin 3	367368	Pelusios castaneus	974	PF02181	496..870
A0A8C8SPM3	unreviewed	Diaphanous related formin 3	367368	Pelusios castaneus	382	PF02181	18..278
A0A8C8SPR6	unreviewed	Formin like 1	367368	Pelusios castaneus	1000	PF02181	540..905
A0A8C8SQ88	unreviewed	Formin like 1	367368	Pelusios castaneus	462	PF02181	2..357
A0A8C8SRR4	unreviewed	Formin like 1	367368	Pelusios castaneus	1029	PF02181	564..929
A0A8C8SS02	unreviewed	Diaphanous related formin 2	367368	Pelusios castaneus	1050	PF02181	588..959
A0A8C8SS22	unreviewed	Diaphanous related formin 2	367368	Pelusios castaneus	1058	PF02181	604..978
A0A8C8SS82	unreviewed	Formin like 1	367368	Pelusios castaneus	980	PF02181	530..895
A0A8C8SS99	unreviewed	Formin like 1	367368	Pelusios castaneus	1006	PF02181	540..905
A0A8C8SSC8	unreviewed	Formin like 1	367368	Pelusios castaneus	899	PF02181	449..814
A0A8C8SSU1	unreviewed	Formin like 2	367368	Pelusios castaneus	945	PF02181	485..850
A0A8C8SSW2	unreviewed	Formin like 2	367368	Pelusios castaneus	712	PF02181	314..678
A0A8C8SUD9	unreviewed	Formin homology 2 domain containing 3	230844	Peromyscus maniculatus bairdii	1542	PF02181	1006..1373
A0A8C8SVT9	unreviewed	Formin like 2	367368	Pelusios castaneus	1027	PF02181	558..923
A0A8C8SX61	unreviewed	Formin like 2	367368	Pelusios castaneus	999	PF02181	550..915
A0A8C8SXE1	unreviewed	Formin like 2	367368	Pelusios castaneus	870	PF02181	410..775
A0A8C8SYN0	unreviewed	Formin like 2	367368	Pelusios castaneus	1040	PF02181	565..930
A0A8C8T0H4	unreviewed	Formin like 2	367368	Pelusios castaneus	840	PF02181	370..735
A0A8C8T0Q8	unreviewed	Formin like 2	367368	Pelusios castaneus	908	PF02181	448..813
A0A8C8T349	unreviewed	Inverted formin, FH2 and WH2 domain containing	230844	Peromyscus maniculatus bairdii	1263	PF02181	580..942
A0A8C8TMV9	unreviewed	Diaphanous related formin 3	230844	Peromyscus maniculatus bairdii	1173	PF02181	618..989
A0A8C8TRX4	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	209	PF02181	1..127
A0A8C8TV08	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	1429	PF02181	983..1373
A0A8C8TWT5	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	1198	PF02181	752..1142
A0A8C8TYI9	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	1331	PF02181	885..1275
A0A8C8U7E2	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1	230844	Peromyscus maniculatus bairdii	1205	PF02181	814..1179
A0A8C8U917	unreviewed	Formin homology 2 domain containing 1	230844	Peromyscus maniculatus bairdii	1182	PF02181	636..1004
A0A8C8UCB5	unreviewed	Formin-like 3	230844	Peromyscus maniculatus bairdii	1028	PF02181	563..927
A0A8C8UCN5	unreviewed	Formin-like 3	230844	Peromyscus maniculatus bairdii	1029	PF02181	563..927
A0A8C8UD86	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	1586	PF02181	1148..1537
A0A8C8UKA3	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1	230844	Peromyscus maniculatus bairdii	1033	PF02181	642..1007
A0A8C8UQC0	unreviewed	Formin-like 3	230844	Peromyscus maniculatus bairdii	977	PF02181	512..876
A0A8C8VFK1	unreviewed	Dishevelled associated activator of morphogenesis 2	367368	Pelusios castaneus	1071	PF02181	602..974
A0A8C8VJ16	unreviewed	Formin like 3	367368	Pelusios castaneus	1030	PF02181	571..933
A0A8C8VJV5	unreviewed	Formin homology 2 domain containing 1	367368	Pelusios castaneus	1024	PF02181	493..856
A0A8C8VLW4	unreviewed	FH2 domain-containing protein	367368	Pelusios castaneus	735	PF02181	368..726
A0A8C8VNU8	unreviewed	Diaphanous related formin 3	367368	Pelusios castaneus	1131	PF02181	578..947
A0A8C8VPF3	unreviewed	Diaphanous related formin 2	367368	Pelusios castaneus	600	PF02181	146..520
A0A8C8VPG7	unreviewed	Formin like 1	367368	Pelusios castaneus	954	PF02181	509..874
A0A8C8W4P8	unreviewed	Formin homology 2 domain containing 3	230844	Peromyscus maniculatus bairdii	1428	PF02181	892..1259
A0A8C8W826	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1	230844	Peromyscus maniculatus bairdii	1026	PF02181	635..1000
A0A8C8WAI5	unreviewed	Diaphanous related formin 1	9689	Panthera leo	1221	PF02181	740..1115
A0A8C8WAV9	unreviewed	Diaphanous related formin 1	9689	Panthera leo	1242	PF02181	740..1115
A0A8C8WG29	unreviewed	Dishevelled associated activator of morphogenesis 2	9689	Panthera leo	1075	PF02181	596..977
A0A8C8WG68	unreviewed	Dishevelled associated activator of morphogenesis 2	9689	Panthera leo	1067	PF02181	596..969
A0A8C8WHI1	unreviewed	FH2 domain-containing protein	9689	Panthera leo	843	PF02181	397..787
A0A8C8WI65	unreviewed	FH2 domain-containing protein	9689	Panthera leo	1199	PF02181	753..1143
A0A8C8WII3	unreviewed	FH2 domain-containing protein	9689	Panthera leo	1318	PF02181	872..1262
A0A8C8WIM9	unreviewed	FH2 domain-containing protein	9689	Panthera leo	1417	PF02181	971..1361
A0A8C8WP76	unreviewed	Dishevelled associated activator of morphogenesis 1	9689	Panthera leo	1074	PF02181	601..979
A0A8C8WTV8	unreviewed	Inverted formin-2	9689	Panthera leo	516	PF02181	14..200
A0A8C8WYD0	unreviewed	Formin homology 2 domain containing 3	9689	Panthera leo	1614	PF02181	1070..1437
A0A8C8WYP0	unreviewed	Formin like 1	9689	Panthera leo	1115	PF02181	644..1009
A0A8C8X0H5	unreviewed	Formin homology 2 domain containing 3	9689	Panthera leo	1417	PF02181	881..1248
A0A8C8X2F5	unreviewed	Formin homology 2 domain containing 3	9689	Panthera leo	1434	PF02181	898..1265
A0A8C8X2K3	unreviewed	Formin like 1	9689	Panthera leo	1121	PF02181	650..1015
A0A8C8X821	unreviewed	FH2 domain-containing protein	9689	Panthera leo	1160	PF02181	1064..1136
A0A8C8X993	unreviewed	FH2 domain-containing protein	9689	Panthera leo	198	PF02181	14..149
A0A8C8X9V7	unreviewed	Diaphanous related formin 3	9689	Panthera leo	1121	PF02181	565..936
A0A8C8XB77	unreviewed	Diaphanous related formin 3	9689	Panthera leo	1188	PF02181	632..1003
A0A8C8XEA7	unreviewed	Formin like 3	9689	Panthera leo	756	PF02181	325..655
A0A8C8XEB0	unreviewed	Formin like 3	9689	Panthera leo	976	PF02181	511..875
A0A8C8XEE1	unreviewed	Formin like 3	9689	Panthera leo	1027	PF02181	562..925
A0A8C8XEY0	unreviewed	Diaphanous related formin 3	9689	Panthera leo	1177	PF02181	621..992
A0A8C8XFB0	unreviewed	Diaphanous related formin 3	9689	Panthera leo	1142	PF02181	586..957
A0A8C8XH38	unreviewed	Formin like 3	9689	Panthera leo	781	PF02181	350..680
A0A8C8XIE3	unreviewed	Grid2 interacting protein	9689	Panthera leo	1026	PF02181	637..1002
A0A8C8XIQ6	unreviewed	Formin like 3	9689	Panthera leo	818	PF02181	387..717
A0A8C8XJF8	unreviewed	Formin like 3	9689	Panthera leo	1027	PF02181	562..926
A0A8C8XMP7	unreviewed	Diaphanous related formin 2	9689	Panthera leo	1099	PF02181	632..1005
A0A8C8XPP1	unreviewed	Grid2 interacting protein	9689	Panthera leo	1210	PF02181	821..1186
A0A8C8XPR9	unreviewed	Grid2 interacting protein	9689	Panthera leo	1019	PF02181	630..995
A0A8C8XSL9	unreviewed	Diaphanous related formin 2	9689	Panthera leo	1097	PF02181	625..998
A0A8C8Y1K7	unreviewed	Formin like 2	9689	Panthera leo	461	PF02181	1..357
A0A8C8Y4U9	unreviewed	Formin like 2	9689	Panthera leo	1093	PF02181	618..983
A0A8C8YI95	unreviewed	Formin homology 2 domain containing 3	1328070	Prolemur simus	1619	PF02181	1074..1442
A0A8C8YIB0	unreviewed	Formin homology 2 domain containing 3	1328070	Prolemur simus	635	PF02181	98..466
A0A8C8YLJ6	unreviewed	Formin homology 2 domain containing 3	1328070	Prolemur simus	625	PF02181	88..456
